Country_Name,Country Code,Series_Name,Series Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bangladesh,BGD,Energy use (kg of oil equivalent per capita),EUPC,135.9485274,139.0510867,141.9769753,140.9798642,143.0538148,153.5600686,154.3926518,159.8949973,160.2451037,163.9427353,173.3027516,178.8510427,185.5821114,193.0731142,206.7611594,212.0573715,219.9696404,222.0566618,229.2464129,,,,
Bangladesh,BGD,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,8.224444206,8.368272212,8.537921386,8.946984489,9.308025195,9.137312239,9.412767653,9.529988099,10.11216555,10.69809287,10.97337756,11.54678673,11.88967141,11.9621192,11.7965564,12.3590256,13.35451768,14.15637942,14.69159531,,,,
Bangladesh,BGD,Total natural resources rents (% of GDP),NRPGDP,0.451746936,0.385857598,0.356146269,0.43558405,0.587673923,0.639374158,0.754929885,0.747608298,0.780277369,1.000141936,1.419213723,1.279245923,1.198044802,1.226199736,1.185927828,1.724403536,1.655637578,1.260237804,1.194249499,0.980787769,0.661887036,0.633910915,0.657600026
Barbados,BRB,CO2 emissions (metric tons per capita),CO2PC,3.089601534,3.322610716,4.084489262,4.298150127,4.240789643,4.360029358,4.398924751,4.571569174,4.648955261,4.830535279,4.902954119,4.881438823,5.789738021,5.73979737,5.237995825,5.403566242,5.18317589,5.094918676,4.40310366,4.395403121,4.465128973,,
Barbados,BRB,CO2 emissions (kt),CO2T,825.075,891.081,1100.1,1162.439,1151.438,1188.108,1202.776,1254.114,1279.783,1334.788,1360.457,1360.457,1620.814,1613.48,1477.801,1529.139,1470.467,1448.465,1254.114,1254.114,1276.116,,
Barbados,BRB,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1083.64219,1123.04133,1208.66286,1310.1545,1313.94728,1225.11629,1263.73575,,,,,,,,,,1540.615709,,,,,,
Barbados,BRB,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,0.009166204,0.008873615,0.008873615
Barbados,BRB,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,99.99862671,99.98682404,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Energy use (kg of oil equivalent per capita),EUPC,,,,,,,,,1362.229552,1411.391741,1434.353118,1438.823107,,,,,,,,,,,
Barbados,BRB,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,,,,,,,,,10.18466063,10.49740906,11.22324364,11.69039721,,,,,,,,,,,
Barbados,BRB,Total natural resources rents (% of GDP),NRPGDP,0.24254379,0.1916802,0.146778667,0.280027343,0.392465727,0.247806092,0.208210509,0.230453229,0.278579367,0.372898094,0.411849933,0.405969475,0.516337061,0.20745029,0.36554089,0.520794444,0.498231832,0.451682846,0.392437758,0.113466882,0.062409639,0.065241452,0.066660685
Belarus,BLR,CO2 emissions (metric tons per capita),CO2PC,5.921699705,5.886700306,5.770180554,5.596280066,5.389745291,5.314049012,5.311929657,5.464145912,5.977157999,6.122471586,6.462446658,6.330314039,6.623163555,6.439684267,6.64269666,6.762517349,6.653257675,6.661111872,6.628420401,6.141410885,6.133707568,,
Belarus,BLR,CO2 emissions (kt),CO2T,60164.469,59555.747,58099.948,56112.434,53787.556,52760.796,52405.097,53530.866,58158.62,59167.045,62071.309,60523.835,63105.403,61220.565,63043.064,64062.49,62969.724,63054.065,62801.042,58279.631,58279.631,,
Belarus,BLR,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,130526.99,131300.395,87300.091,87514.8,83387.545,80803.9023,89727.105,82041.116,85627.1607,89989.7232,94475.092,95710.8225,100860.1753,101754.7917,108204.5472,108921.4347,109647.2388,,,,,,
Belarus,BLR,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,9.511258367,9.353493353,9.353493353
Belarus,BLR,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Energy use (kg of oil equivalent per capita),EUPC,2501.348819,2505.604626,2466.16516,2411.568947,2462.411056,2485.565111,2550.108823,2643.687513,2752.759003,2768.821539,2965.377967,2917.907033,2932.103273,2790.137339,2900.042284,3097.656624,3222.44927,2881.507357,2928.520216,,,,
Belarus,BLR,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,1.618323162,1.838566046,2.057429896,2.216257686,2.358809026,2.513799117,2.631199674,2.786711267,3.083991035,3.482503173,3.707711753,4.221332744,4.735763181,5.035909922,5.292760116,5.340502753,5.608003132,6.575887591,6.472861933,,,,
Belarus,BLR,Total natural resources rents (% of GDP),NRPGDP,3.276740263,3.110571562,0.744430659,1.636497606,2.459939586,2.090387985,1.777087341,1.739717146,1.771785821,1.728376259,1.686310777,1.547056275,1.533234218,1.09336456,1.338276469,1.739214706,1.815290769,1.482578414,1.335923383,1.133481016,1.282796938,1.49881281,1.610114804
Belgium,BEL,CO2 emissions (metric tons per capita),CO2PC,11.62383425,11.32885202,11.60191455,11.17302675,11.2296677,11.13371551,10.3854951,10.88211417,10.66129022,10.35854254,10.16355441,9.755475498,9.7523272,9.197989292,10.11963524,9.056655467,8.565189829,8.737190336,8.347134375,8.811835806,8.550513254,,
Belgium,BEL,CO2 emissions (kt),CO2T,118059.065,115341.818,118374.427,114260.053,115118.131,114527.744,107311.088,112914.264,111102.766,108543.2,107204.745,103658.756,104447.161,99306.027,110259.356,99969.754,95132.981,97501.863,93563.505,99346.364,96889.474,,
Belgium,BEL,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,153314.451,149509.673,152174.811,147499.8,147051.2,144534.998,138048.514,144031.572,141187.993,136696.039,134802.749,131823.167,137213.867,131110.2895,138029.4109,137517.8679,133373.684,,,,,,
Belgium,BEL,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,24.57816225,24.64917303,24.64917303
Belgium,BEL,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Energy use (kg of oil equivalent per capita),EUPC,5536.471275,5523.459164,5603.160264,5612.714676,5669.358176,5634.215487,5390.719733,5590.025976,5592.98875,5555.615784,5470.491824,5336.963212,5454.667159,5196.581983,5539.472223,5092.316147,4845.488295,4997.463306,4708.221218,4687.787049,,,
Belgium,BEL,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,4.098058927,4.295136349,4.348960732,4.532715924,4.902961713,5.111717348,5.61748526,5.527881859,5.727975267,5.971955628,6.436719895,6.885292238,6.945122559,7.269649157,7.197525914,8.040029631,8.727863835,8.738657378,9.542815325,9.855589422,,,
Belgium,BEL,Total natural resources rents (% of GDP),NRPGDP,0.022611162,0.020382294,0.02340671,0.022831661,0.024685226,0.021015225,0.023752318,0.021740691,0.015883552,0.015671629,0.017378228,0.018871598,0.018437634,0.017385478,0.01930461,0.019296694,0.018639179,0.019350135,0.020014355,0.019418985,0.018814907,0.017533804,0.01674252
Belize,BLZ,CO2 emissions (metric tons per capita),CO2PC,1.441646698,1.754228721,1.608584806,1.457667331,1.601342418,1.753974508,1.649170281,1.606035075,1.419035529,1.485923185,1.523044393,1.594214531,1.422230406,1.864645405,1.671656371,1.821080012,1.410384615,1.484980403,1.400941234,1.605245295,1.542847448,,
Belize,BLZ,CO2 emissions (kt),CO2T,308.028,388.702,370.367,348.365,396.036,447.374,432.706,432.706,392.369,421.705,443.707,476.71,436.373,586.72,539.049,601.388,476.71,513.38,495.045,579.386,568.385,,
Belize,BLZ,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,573.96312,662.67149,923.13572,1143.6771,1676.47151,1013.48396,1702.5859,3604.31407,1146.08805,2022.18417,1276.55753,1802.16292,1408.14902,1534.364583,1498.87845,1536.237437,1569.858503,,,,,,
Belize,BLZ,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,20.59179198,20.59045099,20.59045099
Belize,BLZ,Access to electricity (% of population),ATEP,74.76833344,75.88969421,77.0138092,78.13704681,79,80.36300659,81.45680237,82.53183746,83.58364868,84.61044312,90.98853086,86.62728882,87.64050293,88.67237091,89.91722437,91.68173599,91.99225616,93.19063568,94.42461395,91.8,96.96377563,98.25115204,99.54001617
Belize,BLZ,Energy use (kg of oil equivalent per capita),EUPC,,,,,,,,,560.5705523,567.3009161,590.3977977,595.2679542,,,,,,,,,,,
Belize,BLZ,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,,,,,,,,,12.09684202,12.24319151,12.375998,12.34274733,,,,,,,,,,,
Belize,BLZ,Total natural resources rents (% of GDP),NRPGDP,0.544170729,0.526245259,0.439001851,0.37509073,0.274290259,0.274297944,0.285390599,0.276540835,0.244882557,0.287141498,3.119527825,4.069813087,6.062754963,4.01815476,5.305299354,6.905591969,4.818513649,3.541070415,2.631298335,1.065467492,0.880998946,0.965863144,1.057986081
Benin,BEN,CO2 emissions (metric tons per capita),CO2PC,0.207591276,0.193809928,0.187593089,0.234411619,0.232860969,0.256497596,0.285000234,0.313037269,0.323642156,0.299985405,0.471266952,0.531738861,0.507237101,0.521063069,0.553283259,0.534885417,0.493745251,0.503981273,0.522592065,0.573491445,0.595647727,,
Benin,BEN,CO2 emissions (kt),CO2T,1265.115,1217.444,1213.777,1562.142,1598.812,1815.165,2079.189,2354.214,2508.228,2394.551,3872.352,4495.742,4411.401,4660.757,5089.796,5060.46,4803.77,5042.125,5375.822,6065.218,6475.922,,
Benin,BEN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,45079.96,46264.141,49501.742,43491.026,40254.008,33015.41,47757.344,36885.5379,31729.03,48572.5105,36385.6729,39886.08,37639.925,38068.37473,33029.82235,33289.55192,33533.09673,,,,,,
Benin,BEN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,28.87194497,23.47190856,23.47190856
Benin,BEN,Access to electricity (% of population),ATEP,14.5,18.06005669,19.17554474,20.29015541,21.39941978,21.9,23.58403397,24.65044403,25.69363022,26.71179771,27.9,28.71139336,29.71598816,30.73922729,34.2,36.9,38.4,35.62862778,34.1,37.70040131,38.97025299,34.5,41.52923965
Benin,BEN,Energy use (kg of oil equivalent per capita),EUPC,352.9201827,355.2383383,340.2016764,344.5618597,288.7684459,297.9547201,310.0397319,317.1983983,321.355318,313.1063081,358.898499,379.2277351,376.8594656,384.4470943,397.1363346,396.7712135,399.6765218,406.2482133,416.790498,,,,
Benin,BEN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,4.295600059,4.453187963,4.74609669,4.86195948,6.093875908,6.168064844,6.112121269,6.106213778,6.272301696,6.555372045,5.949489163,5.955502909,6.23023413,6.122127708,5.952913762,6.089975847,6.251298681,6.571573075,6.798168241,,,,
Benin,BEN,Total natural resources rents (% of GDP),NRPGDP,8.293894085,7.927614691,7.452867858,3.23219786,3.399254022,3.16184541,3.393502091,4.187371032,3.133432258,3.038572075,3.051717843,3.627352935,3.665918338,3.720879244,3.426251822,3.482666114,3.921211014,3.519925751,3.714293108,4.353668554,4.448066288,4.081213563,2.369257116
Bermuda,BMU,CO2 emissions (metric tons per capita),CO2PC,8.781918874,8.667884358,8.54427908,8.37692747,8.36199117,8.448227313,8.85974059,8.859865772,9.147364292,9.088334321,10.11617563,11.24603933,9.943759288,7.262934975,9.347122413,6.872359209,5.659125282,7.841617821,9.964367957,8.543985775,9.486460947,,
Bermuda,BMU,CO2 emissions (kt),CO2T,528.048,524.381,520.714,513.38,517.047,528.048,557.384,561.051,583.053,583.053,652.726,729.733,649.059,476.71,608.722,443.707,366.7,509.713,649.059,557.384,612.389,,
Bermuda,BMU,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,504.096508,,461.718286,492.033795,518.971347,510.111383,527.096286,543.012595,591.967514,584.756357,600.515297,,,561.2637454,594.6515718,614.8756515,632.8769921,,,,,,
Bermuda,BMU,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,0.033870824,0.000390137,0.000390137
Bermuda,BMU,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bermuda,BMU,Energy use (kg of oil equivalent per capita),EUPC,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,Total natural resources rents (% of GDP),NRPGDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bhutan,BTN,CO2 emissions (metric tons per capita),CO2PC,0.55533414,0.711188326,0.675732711,0.666287696,0.670087865,0.637855344,0.678613287,0.601588942,0.482186549,0.610470467,0.596840632,0.590138612,0.627898805,0.573033791,0.711464428,1.057842371,1.191699343,1.295927562,1.443226953,1.466042293,1.712274453,,
Bhutan,BTN,CO2 emissions (kt),CO2T,300.694,392.369,381.368,385.035,396.036,385.035,418.038,377.701,308.028,396.036,392.369,392.369,421.705,388.702,487.711,733.4,836.076,920.417,1037.761,1067.097,1261.448,,
Bhutan,BTN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1663.93339,1597.10382,1943.08632,3857.5667,2309.76196,1613.47346,1707.60039,1467.57296,1623.24209,1617.86441,1966.3538,2326.55307,1908.28623,2190.920684,3220.40038,3259.60739,3296.963725,,,,,,
Bhutan,BTN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,48.00731216,48.00785105,48.00785105
Bhutan,BTN,Access to electricity (% of population),ATEP,,,,,31.15,40.19872284,44.14563751,41.1,51.97872925,59.80811164,59.72245407,71.8,67.44808197,71.33306885,73.28291087,81.80084229,91.5,87.3388443,91.35092163,95.46472931,99.59632874,97.7,100
Bhutan,BTN,Energy use (kg of oil equivalent per capita),EUPC,,,,,,,,,281.7717179,314.4561989,320.9564807,366.9857237,,,,,,,,,,,
Bhutan,BTN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,,,,,,,,,13.21433813,12.89904231,13.74787565,14.44936397,,,,,,,,,,,
Bhutan,BTN,Total natural resources rents (% of GDP),NRPGDP,5.591417485,4.116042539,4.036376359,4.080284136,3.991371022,3.871579688,3.57858294,3.347624751,2.969212222,2.655135913,3.398878062,4.295110025,4.187603278,3.526353155,5.279998448,4.909112359,4.209507779,3.442368266,3.432546985,4.079661144,4.501881559,3.411060723,1.954067975
Bolivia,BOL,CO2 emissions (metric tons per capita),CO2PC,1.263301542,1.378568302,1.357332766,1.264809558,1.314642306,1.004764671,1.189084544,1.24555305,1.225562819,1.319869705,1.602553194,1.290181483,1.361717085,1.403395887,1.511526891,1.595994166,1.813416029,1.816390726,1.898829283,1.84670254,1.958514344,,
Bolivia,BOL,CO2 emissions (kt),CO2T,9827.56,10942.328,10989.999,10443.616,11067.006,8621.117,10395.945,11092.675,11114.677,12185.441,15056.702,12332.121,13237.87,13872.261,15188.714,16299.815,18819.044,19149.074,20329.848,20073.158,21605.964,,
Bolivia,BOL,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,176121.301,179070.817,136014.868,225873.916,91400.932,62224.11,110701.193,124597.495,252571.289,309458.392,164214.818,227561.899,120003.253,76425.96635,102900.5156,620981.9555,621726.7268,,,,,,
Bolivia,BOL,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,30.86551546,30.8654915,30.8654915
Bolivia,BOL,Access to electricity (% of population),ATEP,71,67.330431,71.2,70.929888,69.963045,69.258539,63.996855,72.3,76.12599945,68.288209,76.211281,80.156567,84.674991,86.765597,88.0331955,88.335943,90.387375,89.505686,90.038729,91.522822,91.8,91.8,95.5853653
Bolivia,BOL,Energy use (kg of oil equivalent per capita),EUPC,520.2658554,556.1083914,551.0608501,531.0234895,582.6752404,444.8023859,523.3250988,534.1186323,525.1459388,562.6296399,691.9551238,554.1492706,579.4806003,593.6417812,636.138304,660.9912274,747.8691761,740.169863,778.1687546,,,,
Bolivia,BOL,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,5.905895428,5.781410722,6.07484626,6.297703605,5.899716754,7.87931937,6.842434311,6.885434274,7.356915221,7.262990794,6.265410794,8.257096059,8.401392799,8.399783525,8.122626614,8.2607079,7.918028536,8.950385073,9.068506442,,,,
Bolivia,BOL,Total natural resources rents (% of GDP),NRPGDP,3.676855538,3.337301684,1.906362188,2.385746297,4.008249078,3.94304678,4.460991369,5.380466163,7.508279394,11.52206266,14.93014514,14.56951824,12.74587029,8.169616332,10.23788626,14.25902481,12.76699672,12.49681319,11.03173681,5.677306184,4.871639051,7.171076927,7.793507637
Bosnia and Herz.,BIH,CO2 emissions (metric tons per capita),CO2PC,1.130952802,2.246682477,2.836905989,2.772275879,3.67562599,3.558116177,3.804157433,3.851050178,4.14708142,4.303598542,4.664794722,4.691454151,5.368241131,5.541816272,5.741760834,6.5243639,6.174441854,6.187911438,5.578265037,5.414911991,6.451938373,,
Bosnia and Herz.,BIH,CO2 emissions (kt),CO2T,4257.387,8393.763,10593.963,10377.61,13787.92,13362.548,14301.3,14488.317,15610.419,16204.473,17564.93,17652.938,20153.832,20703.882,21275.934,23886.838,22258.69,21921.326,19424.099,18569.688,21847.986,,
Bosnia and Herz.,BIH,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,7102.689,11979.3901,14843.3063,15369.2984,22492.9083,18080.8809,17112.299,18645.7857,20000.8367,20780.3563,22772.2341,24673.0881,24236.6085,24471.89655,25619.33132,26405.84412,27108.4002,,,,,,
Bosnia and Herz.,BIH,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,1.452410142,1.395147508,1.395147508
Bosnia and Herz.,BIH,Access to electricity (% of population),ATEP,,,,,100,99.4,98.5,100,100,100,99.38727699,99.7,100,100,100,99.70578055,100,99.5,100,99.7,100,100,100
Bosnia and Herz.,BIH,Energy use (kg of oil equivalent per capita),EUPC,463.6118398,721.1848279,896.7565059,885.2635898,1158.63132,1118.389716,1172.064754,1169.273449,1277.606308,1338.521633,1407.555962,1409.616704,1587.934915,1664.232651,1749.123189,1951.710038,1854.11343,1821.824335,2246.919678,,,,
Bosnia and Herz.,BIH,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,5.102256131,4.51798217,4.249488388,4.774493057,3.92646871,4.248216041,4.382460136,4.595658033,4.85369231,4.840911246,5.260260463,5.807663911,5.685876514,5.429097407,5.348646931,5.111647769,5.557415722,6.046981834,5.088398398,,,,
Bosnia and Herz.,BIH,Total natural resources rents (% of GDP),NRPGDP,0.073756561,1.892504532,1.501315671,1.332756811,1.223939237,1.381755038,0.884701945,0.879184682,1.704350352,2.025766144,1.72814522,2.28020349,3.784039051,1.506102425,2.648689651,3.673892642,2.361262144,1.957797898,1.381564176,1.05051554,1.131661182,1.35835128,1.194953005
Botswana,BWA,CO2 emissions (metric tons per capita),CO2PC,1.832610502,1.81871107,2.122257308,1.963003582,2.300613874,2.299158405,2.334035534,2.207306512,2.207851253,2.276743421,2.253041002,2.256363909,2.35260558,1.989774241,2.299366163,2.001436934,2.491951415,2.748646327,3.283177265,2.56084596,2.935373787,,
Botswana,BWA,CO2 emissions (kt),CO2T,2757.584,2801.588,3344.304,3160.954,3780.677,3850.35,3978.695,3828.348,3898.021,4096.039,4136.376,4231.718,4506.743,3887.02,4569.082,4033.7,5082.462,5669.182,6857.29,5430.827,6340.243,,
Botswana,BWA,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,10207.063,10100.556,34293.8671,34724.2123,39682.4972,54348.93,51450.302,17482.9867,23886.7099,24188.461,43484.6626,26082.8828,73051.1312,22941.96585,81652.2556,81891.03615,82110.27676,,,,,,
Botswana,BWA,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,29.14329184,29.14323742,29.14323742
Botswana,BWA,Access to electricity (% of population),ATEP,18.94882202,21.03069687,23.11532021,25.19906616,27.27746582,24.8,31.40035057,33.43589401,35.44821548,37.43552017,39.40671539,41.37338638,43.1,45.33948898,52.68436813,53.24,53.38058853,53.69979477,55.89428711,58.1154747,60.35446548,62.60235214,64.85172272
Botswana,BWA,Energy use (kg of oil equivalent per capita),EUPC,938.4068903,961.7780807,1061.296185,1072.532206,1092.485764,1084.602533,1082.372134,1060.371956,1024.381955,1037.420834,1050.64415,1062.92273,1101.246634,1007.294607,1083.912023,1026.729159,1150.639038,1203.324936,1300.63669,,,,
Botswana,BWA,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,7.873815096,8.26945549,7.441000736,8.016239359,8.040552127,8.142080523,8.636423469,9.233517803,9.903084302,10.34606127,11.17649571,12.02404606,12.30660938,12.27697929,12.31861477,13.88166775,11.81127624,12.22255227,12.53299146,,,,
Botswana,BWA,Total natural resources rents (% of GDP),NRPGDP,0.972806621,0.872639154,0.670377122,0.423898344,1.447768491,0.57973885,0.553367409,1.624342349,3.320191882,3.824101088,7.988680475,9.273824526,6.043675971,11.45373685,4.937909365,3.706519133,3.596869568,3.489213559,2.530319872,1.412345881,1.161868528,0.909262544,1.217888846
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),CO2PC,6.017023895,5.967149758,6.105191464,6.042694497,6.138447147,6.207738815,6.421458659,6.76818014,7.224321662,7.776128446,7.632269075,7.466642712,7.306740238,7.052183883,7.124487299,7.12189696,7.039616056,6.991541581,7.336782918,7.295760154,7.245307443,,
British Virgin Islands,VGB,CO2 emissions (kt),CO2T,117.344,117.344,121.011,121.011,124.678,128.345,135.679,146.68,161.348,179.683,183.35,187.017,190.684,190.684,198.018,201.685,201.685,201.685,212.686,212.686,212.686,,
British Virgin Islands,VGB,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,0.074344744,0.023926598,0.023926598
British Virgin Islands,VGB,Access to electricity (% of population),ATEP,93.51289368,93.83566284,94.16117859,94.48582458,94.80511475,95.11459351,95.40979004,95.68622589,95.9394455,96.16764069,96.37973022,96.58729553,96.80191803,97.03518677,98.58357239,98.98587036,99.22265625,99.21897125,99.26210022,100,100,100,100
British Virgin Islands,VGB,Energy use (kg of oil equivalent per capita),EUPC,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Total natural resources rents (% of GDP),NRPGDP,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),CO2PC,15.98629121,16.22160675,16.51128957,11.98314583,14.14342743,13.25380109,12.62579373,12.99511737,13.90557072,13.70929354,13.13240048,22.44413479,24.03617354,20.47909645,21.10681443,24.62749182,24.22676314,19.29518002,22.09494374,17.04874345,18.25638399,,
Brunei Darussalam,BRN,CO2 emissions (kt),CO2T,4869.776,5060.46,5269.479,3909.022,4712.095,4506.743,4378.398,4591.084,4998.121,5005.455,4862.442,8415.765,9119.829,7862.048,8203.079,9695.548,9666.212,7803.376,9053.823,7073.643,7664.03,,
Brunei Darussalam,BRN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,18153.2029,18632.4017,17789.184,9479.8213,9649.3964,9865.1434,9840.8143,10762.0383,10320.0957,10968.956,13195.2164,12998.2302,13738.0621,13549.7997,14123.59808,14494.49152,14828.96701,,,,,,
Brunei Darussalam,BRN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,8.989232504,8.98950186,8.98950186
Brunei Darussalam,BRN,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Brunei Darussalam,BRN,Energy use (kg of oil equivalent per capita),EUPC,7425.412478,7488.520891,7289.03567,7271.033997,7157.132352,6492.724257,6221.159114,7090.248038,6389.813957,6074.568491,8511.574205,8606.765965,9337.042494,7925.914156,8337.49479,9837.44742,9599.377426,7522.255274,8673.088984,,,,
Brunei Darussalam,BRN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,8.83283076,8.571917888,8.656489634,8.875395985,9.282954803,10.5272503,11.36713562,10.26138051,11.55096646,12.38174452,9.372258665,9.412759977,8.571891283,9.878697352,9.628497254,8.53219427,9.193067823,11.13855587,9.382241808,,,,
Brunei Darussalam,BRN,Total natural resources rents (% of GDP),NRPGDP,20.78253458,18.92197919,12.74515617,19.45124771,30.25081471,24.85250996,20.95080894,23.44287886,28.06367381,34.04376883,35.27149934,27.48523749,28.9359898,23.14259256,23.52598895,29.70524184,26.6361385,22.51526216,22.03551862,19.48052823,15.16309465,17.54684968,25.43044529
Bulgaria,BGR,CO2 emissions (metric tons per capita),CO2PC,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.800066474,5.695266947,6.084370085,6.064891808,6.256282044,6.445333272,6.925435282,6.772087541,5.731193724,5.964900206,6.71637861,6.140537331,5.450695963,5.859433041,6.232579562,5.851501062,,
Bulgaria,BGR,CO2 emissions (kt),CO2T,56559.808,51616.692,48998.454,43981.998,43530.957,46453.556,44634.724,47307.967,46801.921,47916.689,48991.12,52254.75,50740.279,42665.545,44114.01,49354.153,44862.078,39599.933,42328.181,44737.4,41708.458,,
Bulgaria,BGR,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,82852.671,78532.982,71902.2765,65864.384,66195.088,68733.683,63711.0187,70024.0292,68865.659,68542.7723,69900.815,72526.719,71720.335,65132.8579,67945.3135,72946.62307,67942.69563,,,,,,
Bulgaria,BGR,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,28.28713195,28.29699048,28.29699048
Bulgaria,BGR,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Energy use (kg of oil equivalent per capita),EUPC,2745.710003,2504.12268,2425.946246,2230.660301,2277.367967,2421.145361,2410.969355,2490.416673,2440.69816,2597.896167,2691.460438,2666.111445,2648.867056,2351.655053,2416.703907,2617.127869,2513.352381,2329.122801,2477.655401,,,,
Bulgaria,BGR,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,2.4882432,2.295582156,2.546397172,2.603629949,2.821132047,2.875487313,3.229579417,3.376284825,3.766885726,3.961456781,4.23297198,4.79943975,5.412000194,6.034716481,6.156843198,5.986451142,6.464469766,7.122395323,7.087903397,,,,
Bulgaria,BGR,Total natural resources rents (% of GDP),NRPGDP,1.703859289,1.702916153,0.857725453,1.110214924,1.363628179,1.262655501,0.927455421,0.885636945,1.87738493,1.719976746,2.831274521,2.541056841,2.758678441,1.560552905,2.537911517,2.85899826,2.337365663,1.798700761,1.584814686,1.505958875,0.87284359,0.997402815,0.919710992
Burkina Faso,BFA,CO2 emissions (metric tons per capita),CO2PC,0.068229866,0.075639822,0.078563833,0.08255275,0.089716851,0.083504269,0.081733493,0.085194017,0.084705971,0.083875344,0.098375854,0.111924126,0.121819571,0.125211461,0.134881687,0.136812099,0.162867174,0.171614339,0.168273976,0.183849877,0.183287285,,
Burkina Faso,BFA,CO2 emissions (kt),CO2T,707.731,806.74,861.745,931.418,1041.428,997.424,1004.758,1078.098,1103.767,1125.769,1360.457,1595.145,1789.496,1895.839,2104.858,2200.2,2698.912,2929.933,2959.269,3329.636,3417.644,,
